openbareruimte;huisnummer;huisletter;huisnummertoevoeging;postcode;woonplaats;gemeente;provincie;nummeraanduiding;verblijfsobjectgebruiksdoel;oppervlakteverblijfsobject;verblijfsobjectstatus;object_id;object_type;nevenadres;pandid;pandstatus;pandbouwjaar;x;y;lon;lat
Binnenkant;29;A;;1011BJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;165;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122159;487386;490.495.045.399.454;523.733.658.384.898
Binnenkant;29;B;;1011BJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;115;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122160;487387;490.496.504.029.216;523.733.748.855.964
Binnenkant;29;C;;1011BJ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;77;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122162;487387;490.499.440.831.335;523.733.750.051.989
Kromme Waal;6;;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;1;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122.035.596;487589.77;490.311.840.233.658;523.751.897.863.735
Kromme Waal;7;;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;1;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122040.43;487.584.937;490.318.986.173.016;523.751.466.409.426
Kromme Waal;8;;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;1;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122.045.465;487.580.405;490.326.424.306.931;523.751.062.127.077
Kromme Waal;9;;1;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;1;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122014;487600;490.280.026.943.025;523.752.804.295.259
Kromme Waal;9;;H;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;121;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122014;487600;490.280.026.943.025;523.752.804.295.259
Kromme Waal;10;A;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;89;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122012;487596;490.277.129.279.499;523.752.443.601.903
Kromme Waal;10;B;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie, winkelfunctie;161;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122012;487596;490.277.129.279.499;523.752.443.601.903
Kromme Waal;11;A;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;82;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122009;487592;490.272.763.159.301;52.375.208.230.767
Kromme Waal;11;B;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;35;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122009;487592;490.272.763.159.301;52.375.208.230.767
Kromme Waal;11;C;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;33;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122011;487.591.432;490.275.705.657.708;523.752.032.461.415
Kromme Waal;11;D;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;58;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122.010.773;487.589.795;490.275.388.386.358;523.751.885.202.987
Kromme Waal;12;A;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;winkelfunctie;164;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122010;487586;490.274.290.520.044;52.375.154.367.066
Kromme Waal;12;B;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;65;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122008.04;487587.12;490.271.401.344.057;523.751.643.150.794
Kromme Waal;12;C;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;66;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122008.04;487587.12;490.271.401.344.057;523.751.643.150.794
Kromme Waal;12;D;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;49;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122008.04;487587.12;490.271.401.344.057;523.751.643.150.794
Kromme Waal;12;E;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;49;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122008.04;487587.12;490.271.401.344.057;523.751.643.150.794
Kromme Waal;12;;1;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;184;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122010;487586;490.274.290.520.044;52.375.154.367.066
Kromme Waal;13;;;1011BS;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;230;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1723;122008;487581;490.271.402.686.516;523.751.093.104.186
Kromme Waal;36;;2;1011BW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;52;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122012;487432;490.278.739.041.533;523.737.704.432.879
Kromme Waal;36;;3;1011BW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;54;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122012;487432;490.278.739.041.533;523.737.704.432.879
Kromme Waal;36;;4;1011BW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;60;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122.013.733;487430.56;490.281.297.935.815;523.737.576.056.809
Kromme Waal;36;;H;1011BW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;85;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122012;487432;490.278.739.041.533;523.737.704.432.879
Kromme Waal;137;;;1011BW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;43;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;122016;487422;490.284.710.836.992;5.237.368.081.057
Kromme Waal;138;;;1011BW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;56;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;122015;487424;490.283.222.797.555;523.736.987.251.026
Kromme Waal;139;;;1011BW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;43;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;122014;487423;490.281.764.200.765;523.736.896.777.342
Kromme Waal;140;;;1011BW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;80;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1986;122018;487419;490.287.677.098.855;523.736.539.687.987
Kromme Waal;142;;;1011BW;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;Ligplaats;0;Plaats aangewezen;3,6302E+14;LIG;f;;;;122.031.799.146.344;48.743.498.295.052;490.307.783.120.749;52.373.798.441.003
Oude Waal;15;;;1011BZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;160;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122071;487352;490.366.159.262.449;52.373.055.000.356
Oude Waal;16;G;;1011CA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;Ligplaats;0;Plaats aangewezen;3,6302E+14;LIG;f;;;;122.085.495.873.958;487.364.047.892.299;490.387.326.877.227;523.731.641.474.501
Oude Waal;16;;1;1011CA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;50;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1723;122075;487349;490.372.062.211.795;523.730.282.782.943
Oude Waal;16;;H;1011CA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;92;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1723;122075;487349;490.372.062.211.795;523.730.282.782.943
Oude Waal;17;A;;1011CA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;59;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122079;487345;490.377.974.948.943;52.372.992.568.901
Oude Waal;17;B;;1011CA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;59;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122081;487344;490.380.921.519.638;523.729.837.014.952
Oude Waal;17;C;;1011CA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;106;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122083;487343;490.383.868.089.156;523.729.748.340.821
Oude Waal;17;D;;1011CA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;59;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122078;487345;490.376.506.560.759;523.729.925.089.502
Oude Waal;17;E;;1011CA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;59;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122080;487343;490.379.462.926.347;52.372.974.654.246
Oude Waal;17;F;;1011CA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;59;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122082;487342;490.382.409.495.554;523.729.657.868.364
Oude Waal;17;G;;1011CA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;55;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;122078;487343;490.376.526.151.164;523.729.745.343.461
Oude Waal;18;A;;1011CA;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;123;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1883;122085;487338;490.386.853.829.904;523.729.300.174.527
Oude Waal;40;C;;1011CE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;76;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122169;487257;490.510.989.481.704;523.722.070.742.536
Oude Waal;41;;1;1011CE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;60;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122174;487256;490.518.341.060.043;52.372.198.385.849
Oude Waal;41;;H;1011CE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;44;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122174;487256;490.518.341.060.043;52.372.198.385.849
Oude Waal;42;;;1011CE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;185;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122178;487254;490.524.234.038.693;523.721.806.503.264
Oude Waal;43;;1;1011CE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;59;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1935;122181;487251;490.528.668.415.788;523.721.538.677.074
Oude Waal;43;;2;1011CE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;55;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1935;122181;487251;490.528.668.415.788;523.721.538.677.074
Oude Waal;43;;3;1011CE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;54;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1935;122181;487251;490.528.668.415.788;523.721.538.677.074
Oude Waal;44;;;1011CE;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;Ligplaats;0;Plaats aangewezen;3,6302E+14;LIG;f;;;;122.188.536.559.422;487.274.451.434.784;490.539.505.871.974;523.723.650.832.603
Binnen Bantammerstraat;1;;1;1011CH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;50;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1928;121952;487456;490.190.398.227.677;523.739.825.307.685
Binnen Bantammerstraat;1;;2;1011CH;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;49;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1928;121952;487456;490.190.398.227.677;523.739.825.307.685
Nieuwe Jonkerstraat;6;;H;1011CM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;overige gebruiksfunctie;45;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1935;121977;487400;490.227.658.981.204;523.734.807.460.281
Nieuwe Jonkerstraat;8;;;1011CM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;sportfunctie;225;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1931;121982;487392;490.235.079.593.783;523.734.091.482.911
Nieuwe Jonkerstraat;13;;;1011CM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;170;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik (niet ingemeten);1930;121956;487432;490.196.507.877.501;52.373.767.076.323
Nieuwe Jonkerstraat;15;;;1011CM;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie, overige gebruiksfunctie;202;Verblijfsobject gevormd;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik (niet ingemeten);1930;121962;487429;490.205.347.849.035;523.737.404.754.461
Nieuwe Ridderstraat;41;;;1011CN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;onderwijsfunctie;416;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122005;487358;490.269.186.615.142;523.731.049.625.265
Nieuwe Ridderstraat;43;;;1011CN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;112;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.019.909;487.342.456;490.291.231.393.556;523.729.661.595.237
Nieuwe Ridderstraat;45;;;1011CN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;115;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.024.898;487.337.648;49.029.860.434.838;523.729.232.481.837
Nieuwe Ridderstraat;47;;;1011CN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;155;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.030.488;487.332.599;490.306.862.151.967;523.728.782.069.408
Nieuwe Ridderstraat;49;;;1011CN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;113;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.035.777;487327.31;490.314.680.309.405;523.728.309.906.189
Nieuwe Ridderstraat;51;;;1011CN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;129;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.041.126;487.322.381;490.322.583.022.877;523.727.870.132.744
Nieuwe Ridderstraat;53;;;1011CN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;127;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.046.175;487.317.813;490.330.041.667.281;523.727.462.622.898
Nieuwe Ridderstraat;55;;;1011CN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;72;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.056.197;487.312.659;490.344.808.288.569;523.727.005.430.564
Nieuwe Ridderstraat;57;;;1011CN;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;220;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122.060.282;487.308.283;49.035.084.950.082;523.726.614.596.696
Nieuwe Ridderstraat;6;;;1011CP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie, industriefunctie;99;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1965;121.943.433;487.407.823;490.178.292.120.458;523.735.490.340.354
Nieuwe Ridderstraat;8;;;1011CP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie, industriefunctie;130;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1965;121.948.211;487.403.732;490.185.348.396.978;523.735.125.546
Nieuwe Ridderstraat;10;;;1011CP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie, industriefunctie;140;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1965;121.954.546;487.398.483;490.194.702.352.407;523.734.657.615.283
Nieuwe Ridderstraat;12;;;1011CP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie, industriefunctie;120;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1965;121.960.338;487.392.583;490.203.265.345.434;523.734.130.849.798
Nieuwe Ridderstraat;24;;;1011CP;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;32;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122.005.463;487.340.773;490.270.035.594.766;523.729.501.661.147
Recht Boomssloot;1;;2;1011CR;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;76;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121929;487391;490.157.264.148.285;523.733.969.716.823
Recht Boomssloot;1;;H;1011CR;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;55;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1905;121929;487391;490.157.264.148.285;523.733.969.716.823
Recht Boomssloot;3;;;1011CR;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;158;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1992;121933;487389;49.016.315.743.021;523.733.792.379.654
Recht Boomssloot;5;;;1011CR;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;bijeenkomstfunctie;160;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1965;121936;487387;490.167.582.307.396;523.733.614.440.089
Recht Boomssloot;7;;1;1011CR;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;kantoorfunctie;88;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1965;121942;487382;490.176.441.886.974;523.733.168.687.465
Recht Boomssloot;7;;2;1011CR;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;144;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1965;121938;487385;490.170.538.781.585;523.733.435.898.291
Recht Boomssloot;7;;3;1011CR;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;industriefunctie;144;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1965;121940;487384;490.173.485.416.942;523.733.347.229.412
Recht Boomssloot;9;;1;1011CR;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;162;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1937;121947;487377;490.183.833.051.638;523.732.722.332.273
Recht Boomssloot;43;;3;1011CT;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;89;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122013;487314;490.281.365.587.464;523.727.100.018.976
Recht Boomssloot;43;;H;1011CT;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;240;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1932;122016;487316;490.285.751.096.421;523.727.281.567.016
Recht Boomssloot;93;;3;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;53;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122108;487226;490.421.722.743.248;523.719.248.175.712
Recht Boomssloot;93;;H;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;140;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122108;487226;490.421.722.743.248;523.719.248.175.712
Recht Boomssloot;95;;1;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;62;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122112;487223;490.427.625.508.528;523.718.980.952.241
Recht Boomssloot;95;;2;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;60;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122112;487223;490.427.625.508.528;523.718.980.952.241
Recht Boomssloot;95;;3;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;63;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122112;487223;490.427.625.508.528;523.718.980.952.241
Recht Boomssloot;95;;H;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;69;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122112;487223;490.427.625.508.528;523.718.980.952.241
Recht Boomssloot;97;;1;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;61;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1934;122116;487219;490.433.538.050.024;523.718.623.855.427
Recht Boomssloot;97;;2;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;63;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1934;122116;487219;490.433.538.050.024;523.718.623.855.427
Recht Boomssloot;97;;3;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;58;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1934;122116;487219;490.433.538.050.024;523.718.623.855.427
Recht Boomssloot;97;;H;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;53;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1934;122116;487219;490.433.538.050.024;523.718.623.855.427
Recht Boomssloot;99;;1;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;42;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122120;487215;490.439.450.581.998;523.718.266.758.313
Recht Boomssloot;99;;2;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;43;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122120;487215;490.439.450.581.998;523.718.266.758.313
Recht Boomssloot;99;;H;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;60;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122120;487215;490.439.450.581.998;523.718.266.758.313
Recht Boomssloot;99;;O;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;73;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1005;122120;487215;490.439.450.581.998;523.718.266.758.313
Recht Boomssloot;101;;;1011CZ;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;95;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1953;122124;487211;49.044.536.310.445;5.237.179.096.609
Lastageweg;4;;;1011DB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;77;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1987;122006;487390;490.270.340.870.315;523.733.926.162.236
Lastageweg;6;;;1011DB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;77;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1987;122006;487390;490.270.340.870.315;523.733.926.162.236
Lastageweg;8;;;1011DB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;75;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1987;122007;487391;490.271.799.455.017;523.734.016.636.064
Lastageweg;10;;;1011DB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;76;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1987;122007;487391;490.271.799.455.017;523.734.016.636.064
Lastageweg;12;;;1011DB;Amsterdam;Amsterdam;Noord-Holland;3,632E+14;woonfunctie;75;Verblijfsobject in gebruik;3,6301E+14;VBO;f;3,631E+14;Pand in gebruik;1987;122008;487392;490.273.258.040.315;523.734.107.109.875
